level,category,question,option 1,option 2,option 3,option 4,answer
hard,programming,Which keyword used for nonlocal scope,,,,,nonlocal
hard,programming,Which method copies list,,,,,copy
hard,programming,Which method clears list,,,,,clear
hard,programming,Which method inserts item in list,,,,,insert
hard,programming,Which function returns memory address identity,,,,,id
hard,programming,Which keyword defines boolean True,,,,,TRUE
hard,programming,Which keyword defines boolean False,,,,,FALSE
hard,programming,Which keyword defines null value,,,,,None
hard,programming,Which keyword is used to define a function scope variable globally,,,,,global
hard,astronomy,What is the name of the galaxy that contains Earth,,,,,MilkyWay
hard,astronomy,What force keeps planets in orbit,,,,,Gravity
hard,astronomy,What is the nearest star to Earth,,,,,Sun
hard,astronomy,What is the largest planet in the Solar System,,,,,Jupiter
hard,astronomy,What is the smallest planet in the Solar System,,,,,Mercury
hard,astronomy,What is the term for a star explosion,,,,,Supernova
hard,astronomy,What is the final stage of a low-mass star called,,,,,WhiteDwarf
hard,astronomy,What is the final stage of a high-mass star called,,,,,BlackHole
hard,astronomy,What is the center of a galaxy called,,,,,Singularity
hard,astronomy,What is the name of Earth’s natural satellite,,,,,Moon
hard,astronomy,What is the term for a rocky object entering Earth’s atmosphere,,,,,Meteoroid
hard,astronomy,What is a meteor that reaches Earth’s surface called,,,,,Meteorite
hard,astronomy,What is the boundary of a black hole called,,,,,EventHorizon
hard,astronomy,What is the term for bending of light by gravity,,,,,GravitationalLensing
hard,astronomy,What is the closest galaxy to the Milky Way,,,,,Andromeda
hard,astronomy,What is the name of our Solar System’s star,,,,,Sun
hard,astronomy,What is the term for a system of billions of stars,,,,,Galaxy
hard,astronomy,What is the study of stars and galaxies called,,,,,Astronomy
hard,astronomy,What is the unit of distance used in space between stars,,,,,Parsec
hard,astronomy,What is the speed of light measured in vacuum,,,,,299792km/s
hard,astronomy,What is the name of the first human-made object in space,,,,,Sputnik
hard,astronomy,What is the name of the first human on the Moon,,,,,Armstrong
hard,astronomy,What is the term for dark object with gravity so strong light cannot escape,,,,,BlackHole
hard,astronomy,What is the process that powers the Sun,,,,,Fusion
hard,astronomy,What is the main gas in the Sun,,,,,Hydrogen
hard,astronomy,What is the second most abundant element in the Sun,,,,,Helium
hard,astronomy,What is the term for apparent shift of a star due to Earth’s motion,,,,,Parallax
hard,astronomy,What is the name of the brightest star in the night sky,,,,,Sirius
hard,astronomy,What is the closest planet to the Sun,,,,,Mercury
hard,astronomy,What is the hottest planet in the Solar System,,,,,Venus
hard,astronomy,What planet has the most moons,,,,,Saturn
hard,astronomy,What planet is known as the Red Planet,,,,,Mars
hard,astronomy,What planet has a giant storm called Great Red Spot,,,,,Jupiter
hard,astronomy,What planet rotates on its side,,,,,Uranus
hard,astronomy,What planet has rings made mostly of ice,,,,,Saturn
hard,astronomy,What is the name of NASA’s space telescope launched in 1990,,,,,Hubble
hard,astronomy,What is the term for expansion of the Universe,,,,,Expansion
hard,astronomy,What is the theory explaining Universe origin,,,,,BigBang
hard,astronomy,What is the term for invisible mass in space,,,,,DarkMatter
hard,astronomy,What is the term for invisible energy causing universe expansion,,,,,DarkEnergy
hard,astronomy,What is the closest black hole candidate to Earth,,,,,CygnusX1
hard,astronomy,What is the term for group of stars forming a pattern,,,,,Constellation
hard,astronomy,What is the largest moon of Saturn,,,,,Titan
hard,astronomy,What is the largest moon of Jupiter,,,,,Ganymede
hard,astronomy,What is the planet with highest density,,,,,Earth
hard,astronomy,What is the planet with lowest density,,,,,Saturn
hard,astronomy,What is the term for star brightness as seen from Earth,,,,,ApparentMagnitude
hard,astronomy,What is the term for actual star brightness,,,,,AbsoluteMagnitude
hard,astronomy,What is the layer of Sun visible during eclipse,,,,,Photosphere
hard,astronomy,What is the Sun’s outer atmosphere called,,,,,Corona
hard,astronomy,What is the term for planet outside Solar System,,,,,Exoplanet
hard,astronomy,What is the term for path of a planet around Sun,,,,,Orbit
hard,astronomy,What is the term for rotation of Earth on its axis,,,,,Rotation
hard,astronomy,What causes seasons on Earth,,,,,Tilt
hard,astronomy,What is the galaxy shape of Milky Way,,,,,Spiral
hard,astronomy,What is the nearest dwarf planet,,,,,Pluto
hard,astronomy,What is the largest dwarf planet,,,,,Eris
hard,astronomy,What is the term for group of galaxies,,,,,Cluster
hard,astronomy,What is the term for explosion of white dwarf star,,,,,Supernova
hard,astronomy,What is the term for neutron star that emits beams,,,,,Pulsar
hard,astronomy,What is the coldest known place in space,,,,,Vostok
hard,astronomy,What is the hottest known star type,,,,,BlueGiant
hard,astronomy,What is the most common element in the Universe,,,,,Hydrogen
hard,astronomy,What is the second most common element in the Universe,,,,,Helium
hard,astronomy,What is the term for radiation left from Big Bang,,,,,CosmicMicrowaveBackground
hard,astronomy,What is the planet known for extreme greenhouse effect,,,,,Venus
hard,astronomy,What is the planet with strongest winds,,,,,Neptune
hard,astronomy,What is the planet closest in size to Earth,,,,,Venus
hard,astronomy,What is the term for apparent backward motion of planets,,,,,RetrogradeMotion
hard,astronomy,What is the unit used for measuring large cosmic distances,,,,,Parsec
